subjects,isSpeed,jitter,abs_error,R,rt
1,0,30,0.64316,0.64316,0.77887
1,0,30,0.010647,-0.010647,0.656
1,0,15,0.029278,0.029278,0.77347
1,0,15,0.00045654,-0.00045654,1.148
1,0,45,1.25516,-1.25516,2.2779
1,0,45,1.71394,-1.71394,1.2887
1,0,45,2.7202,2.7202,0.94548
1,0,30,0.11753,0.11753,0.78514
1,0,15,0.145512,0.145512,0.80003
1,0,30,0.083428,-0.083428,1.4033
1,0,30,0.65614,-0.65614,0.86811
1,0,30,0.074264,-0.074264,0.99859
1,0,30,0.038344,-0.038344,0.86017
1,0,45,0.0161932,-0.0161932,2.0704
1,0,45,0.57824,-0.57824,1.0689
1,0,15,0.42036,0.42036,0.7759
1,0,15,0.10147,-0.10147,0.81603
1,0,30,0.94644,0.94644,1.0693
1,0,30,0.21034,-0.21034,1.2574
1,0,15,0.185246,-0.185246,0.71496
1,0,45,0.44026,0.44026,0.93215
1,0,45,1.08514,1.08514,0.823
1,0,45,0.30106,0.30106,2.043
1,0,15,0.031288,-0.031288,0.98888
1,0,15,0.28538,-0.28538,0.86343
1,0,15,0.03258,0.03258,1.3045
1,0,45,0.143728,-0.143728,1.4824
1,1,15,0.157514,0.157514,0.64482
1,1,30,0.33182,-0.33182,0.59287
1,1,15,0.57204,-0.57204,0.60632
1,1,15,0.108564,-0.108564,0.61462
1,1,30,1.68372,-1.68372,0.67699
1,1,45,0.043208,0.043208,0.64195
1,1,30,0.6681,0.6681,0.59426
1,1,45,0.81874,0.81874,0.72347
1,1,15,0.41828,-0.41828,0.62742
1,1,30,1.59124,-1.59124,0.592
1,1,15,0.135644,0.135644,0.66866
1,1,45,0.95026,-0.95026,1.4824
1,1,30,0.41312,-0.41312,0.61005
1,1,30,0.44346,-0.44346,0.70694
1,1,30,1.59396,1.59396,0.72449
1,1,15,0.145168,-0.145168,0.75051
1,1,15,0.070346,0.070346,0.71106
1,1,45,0.125852,-0.125852,0.8322
1,1,45,0.94722,-0.94722,0.93386
1,1,15,0.33364,0.33364,0.73116
1,1,30,0.81968,-0.81968,0.69253
1,1,45,0.084102,0.084102,0.73064
1,1,15,0.6473,-0.6473,0.66436
1,1,45,0.147928,0.147928,0.86863
1,1,30,0.37976,-0.37976,0.7503
1,1,45,0.2047,-0.2047,0.93505
1,1,15,0.34452,0.34452,0.80018
1,1,45,0.165906,-0.165906,0.85624
1,1,30,0.77058,-0.77058,0.80798
1,1,45,2.322,2.322,1.3949
2,1,45,0.43296,-0.43296,0.94388
2,1,15,0.0149956,0.0149956,0.67311
2,1,30,0.176042,0.176042,0.73423
2,1,15,0.329,0.329,0.65818
2,1,30,0.20366,-0.20366,0.66894
2,1,45,0.3081,0.3081,0.67216
2,1,15,0.0023286,0.0023286,0.67455
2,1,45,0.159316,0.159316,0.80714
2,1,30,0.33314,0.33314,0.7062
2,1,15,0.63544,0.63544,1.0077
2,1,15,0.25678,-0.25678,0.75003
2,1,45,0.75234,0.75234,0.71981
2,1,15,0.48606,0.48606,0.60195
2,1,15,0.23768,0.23768,0.62509
2,1,30,0.189028,0.189028,1.1015
2,1,30,0.51974,-0.51974,0.65917
2,1,45,1.47594,1.47594,0.60143
2,1,30,0.02264,-0.02264,0.60648
2,1,15,0.17776,-0.17776,0.63411
2,1,45,1.51804,-1.51804,0.80909
2,1,45,1.5092,1.5092,0.56398
2,1,45,1.0156,1.0156,0.66563
2,1,30,0.22686,-0.22686,0.68105
2,1,30,0.61038,-0.61038,0.62588
2,0,30,0.29632,0.29632,0.99629
2,0,45,0.37128,0.37128,1.2304
2,0,30,0.27678,-0.27678,0.80233
2,0,30,0.198836,-0.198836,1.1921
2,0,30,0.3366,0.3366,0.98514
2,0,45,0.32496,0.32496,1.953
2,0,30,0.26476,0.26476,1.1774
2,0,30,0.2841,0.2841,1.5603
2,0,15,0.137104,0.137104,1.1176
2,0,15,0.2939,-0.2939,0.78009
2,0,30,0.28248,-0.28248,0.87689
2,0,45,2.42,-2.42,1.1293
2,0,15,0.25118,-0.25118,0.95105
2,0,45,0.79324,0.79324,1.1728
2,0,15,0.0171818,0.0171818,0.7711
2,0,45,1.8817,1.8817,1.8676
2,0,15,0.40738,0.40738,0.858
2,0,45,1.26056,1.26056,2.119
2,0,45,1.28108,1.28108,1.18
2,0,15,0.23932,0.23932,0.93343
