subjects,isSpeed,jitter,abs_error,R,rt
3,0,30,0.0118156,-0.0118156,0.99169
3,0,30,0.087128,-0.087128,0.70856
3,0,30,1.17762,1.17762,0.75962
3,0,15,0.64838,-0.64838,0.57939
3,0,30,0.092924,-0.092924,1.1442
3,0,15,0.078218,0.078218,0.63295
3,0,15,0.0162118,-0.0162118,0.62545
3,0,15,0.31684,0.31684,0.8339
3,0,15,0.41924,0.41924,1.2057
3,0,15,0.48124,0.48124,0.6227
3,0,45,2.0922,-2.0922,0.82734
3,0,45,0.4662,-0.4662,1.7996
3,0,15,0.20256,-0.20256,0.64791
3,0,45,0.42882,0.42882,0.79318
3,0,30,0.39344,-0.39344,1.2442
3,0,45,1.0701,1.0701,0.7666
3,0,30,0.32398,-0.32398,0.69502
3,0,15,1.20408,1.20408,0.57156
3,0,15,0.30524,0.30524,0.56003
3,0,30,0.126658,-0.126658,1.103
3,0,15,0.5912,-0.5912,0.67947
3,0,15,0.55754,0.55754,0.59033
3,0,30,1.487,1.487,1.0963
3,0,45,1.66496,1.66496,0.84844
3,0,45,0.80428,0.80428,0.77769
3,0,30,0.7231,0.7231,0.61914
3,0,45,0.4663,-0.4663,0.57883
3,0,30,0.22338,-0.22338,0.5116
3,0,45,0.32282,0.32282,1.1773
3,0,30,0.097118,0.097118,0.75421
3,0,15,0.145556,0.145556,0.57793
3,0,15,0.25278,0.25278,0.66337
3,0,45,1.17316,1.17316,1.6319
3,0,45,1.98006,-1.98006,2.0936
3,0,15,0.68494,-0.68494,0.54795
3,0,30,0.2931,-0.2931,0.72489
3,0,15,0.68858,0.68858,0.67298
3,0,45,0.066512,-0.066512,0.54276
3,0,30,0.90082,0.90082,0.72887
3,0,45,0.72468,0.72468,0.58267
3,0,30,0.054554,-0.054554,0.81636
3,0,45,1.08324,1.08324,0.61183
3,0,15,0.30326,-0.30326,0.75704
3,0,15,0.38156,0.38156,0.55506
3,0,30,1.05102,-1.05102,0.8662
3,0,15,0.093746,-0.093746,0.5359
3,0,30,0.030052,-0.030052,0.53749
3,0,30,0.8052,0.8052,1.1688
3,0,45,1.64262,-1.64262,0.58906
3,0,15,0.45422,-0.45422,0.54531
3,0,45,1.05288,-1.05288,0.65227
3,0,30,0.48872,0.48872,0.51367
3,0,45,2.631,-2.631,1.0287
3,0,15,0.92178,-0.92178,0.58958
3,0,30,0.130344,-0.130344,0.58606
3,0,45,1.11292,-1.11292,0.88777
3,0,15,0.33408,0.33408,0.54441
3,0,15,0.137276,0.137276,0.50709
3,0,45,1.00804,1.00804,0.78181
3,0,45,1.3511,1.3511,0.64549
3,0,30,0.33712,-0.33712,0.57421
3,0,15,0.122528,-0.122528,0.51387
3,0,30,0.41782,-0.41782,0.57817
3,0,45,1.63832,1.63832,0.55422
3,1,30,1.75632,-1.75632,0.64282
3,1,15,0.070052,0.070052,0.47325
3,1,45,2.0022,-2.0022,0.48244
3,1,45,0.34722,0.34722,0.495
3,1,45,1.16684,-1.16684,0.84067
3,1,45,2.6516,2.6516,0.61122
3,1,30,0.4909,-0.4909,0.42934
3,1,15,0.8595,0.8595,0.50987
3,1,30,0.24314,-0.24314,0.62252
3,1,45,1.69356,-1.69356,0.68339
3,1,45,0.086924,-0.086924,0.51128
3,1,45,2.8178,-2.8178,0.6606
3,1,30,0.32668,-0.32668,0.4472
3,1,15,0.02726,0.02726,0.50464
3,1,30,1.5993,-1.5993,0.65834
3,1,15,0.3087,0.3087,0.42215
3,1,15,0.055706,-0.055706,0.50506
3,1,30,1.25322,1.25322,0.4412
3,1,15,1.01226,1.01226,0.49731
3,1,45,2.777,-2.777,0.85941
3,1,30,0.16596,0.16596,0.75023
3,1,15,0.20724,-0.20724,0.53707
3,1,15,0.53258,0.53258,0.5046
3,1,30,1.38358,1.38358,0.53857
3,0,15,1.04092,-1.04092,0.57203
3,0,15,0.31642,0.31642,0.77591
3,0,30,0.60124,-0.60124,0.50234
3,0,30,1.51314,1.51314,0.50614
3,0,45,2.8872,2.8872,0.80853
3,0,30,0.505,0.505,0.53585
3,0,15,0.90924,0.90924,0.54657
3,0,30,0.3326,-0.3326,0.66568
3,0,15,0.73254,0.73254,0.5081
3,0,30,0.053568,0.053568,0.50082
3,0,45,1.06038,-1.06038,0.61809
3,0,30,0.79244,0.79244,0.74451
3,0,30,0.5314,0.5314,0.64508
3,0,45,0.034778,-0.034778,0.94373
3,0,15,0.48782,0.48782,0.55615
3,0,45,0.039302,0.039302,0.76877
3,0,45,2.1382,2.1382,0.65776
3,0,45,1.23874,1.23874,0.56503
3,0,15,1.53092,-1.53092,0.44736
3,0,30,1.28102,1.28102,0.5372
3,0,15,0.132612,-0.132612,0.45649
3,0,45,0.47908,0.47908,0.51648
3,0,15,0.106044,-0.106044,0.51095
3,0,45,0.90242,-0.90242,0.58543
4,1,45,2.4648,-2.4648,1.0496
4,1,45,1.31604,-1.31604,0.71271
4,1,45,0.91438,0.91438,0.55382
4,1,30,0.91604,0.91604,0.66999
4,1,45,1.03512,1.03512,0.58134
4,1,30,0.50248,0.50248,0.7927
4,1,15,0.199916,0.199916,0.74443
4,1,15,0.110136,-0.110136,0.56966
4,1,45,1.77298,1.77298,0.73169
4,1,30,0.59578,-0.59578,0.62514
4,1,15,0.58106,0.58106,0.60945
4,1,15,0.3348,-0.3348,0.57589
4,1,30,0.184216,0.184216,0.85306
4,1,45,1.3692,1.3692,0.61014
4,1,15,0.38902,0.38902,0.65054
4,1,30,0.86268,0.86268,0.66543
4,1,15,0.121814,0.121814,0.72119
4,1,30,0.31398,0.31398,0.88948
4,1,30,0.50868,0.50868,0.58594
4,1,45,1.35098,1.35098,0.72933
4,1,15,0.30342,0.30342,0.6713
4,1,30,0.6044,-0.6044,0.72514
4,1,15,0.170568,-0.170568,0.55147
4,1,45,0.4056,0.4056,0.89519
4,1,15,0.123956,0.123956,0.53821
4,1,45,2.1716,2.1716,0.69012
4,1,30,0.110644,0.110644,0.66444
4,1,30,0.55954,0.55954,1.2493
4,1,15,0.50196,0.50196,0.49637
4,1,30,0.69436,0.69436,0.55172
4,1,30,0.082494,-0.082494,0.53653
4,1,45,0.80566,-0.80566,0.78925
4,1,45,0.048136,-0.048136,0.62059
4,1,15,0.159318,-0.159318,0.58671
4,1,30,0.91586,0.91586,0.86255
4,1,15,0.159034,-0.159034,0.62872
4,1,30,0.6004,0.6004,0.63857
4,1,45,1.11364,1.11364,0.97272
4,1,45,0.36878,0.36878,1.2427
4,1,45,1.36118,1.36118,0.63004
4,1,45,0.45968,-0.45968,0.67384
4,1,45,0.66612,-0.66612,0.64065
4,1,30,0.053776,0.053776,0.74377
4,1,15,0.54388,0.54388,0.92197
4,1,15,0.29584,0.29584,0.54462
4,1,15,0.34852,-0.34852,0.62309
4,1,15,0.118362,0.118362,0.51929
4,1,30,0.8323,0.8323,0.79377
4,1,30,0.65916,0.65916,0.82183
4,1,45,2.1578,2.1578,0.62978
4,1,45,0.84042,-0.84042,0.50776
4,1,45,0.83576,-0.83576,0.62678
4,1,45,0.35534,0.35534,0.67692
4,1,15,0.33122,0.33122,0.5214
4,1,15,0.094656,0.094656,0.63918
4,1,45,1.68548,-1.68548,0.64229
4,1,30,1.72584,1.72584,0.93262
4,1,45,1.77852,-1.77852,0.66933
4,1,30,0.5796,0.5796,0.62997
4,1,15,0.081892,-0.081892,0.63188
4,1,30,0.27416,0.27416,0.55436
4,1,30,1.31992,1.31992,0.65887
4,1,30,0.66644,0.66644,0.58694
4,1,45,0.4844,0.4844,0.69898
4,1,15,0.57568,-0.57568,0.57815
4,1,15,0.022778,-0.022778,0.60829
4,1,30,0.92576,-0.92576,0.7056
4,1,15,0.22734,0.22734,0.63247
4,1,30,0.03169,-0.03169,0.60779
4,1,15,0.24658,-0.24658,0.59966
4,1,45,1.00158,-1.00158,0.74132
4,1,15,0.127774,0.127774,0.71057
4,0,30,0.64068,-0.64068,0.67083
4,0,15,0.56972,-0.56972,0.54127
4,0,45,0.51498,-0.51498,0.73708
4,0,15,0.002534,0.002534,0.78802
4,0,15,0.051524,0.051524,0.86627
4,0,45,1.51742,-1.51742,0.98965
4,0,15,0.43718,0.43718,0.72619
4,0,15,0.41818,-0.41818,0.77663
4,0,30,0.79602,-0.79602,1.2617
4,0,30,0.66474,0.66474,0.79719
4,0,15,0.35548,0.35548,0.89559
4,0,15,0.36352,0.36352,2.0644
4,0,45,0.26954,-0.26954,2.4762
4,0,45,0.845,-0.845,1.2494
4,0,30,1.492,-1.492,1.0704
4,0,45,1.25218,1.25218,0.64486
4,0,15,0.27344,0.27344,0.63759
4,0,45,1.18838,-1.18838,0.75273
4,0,30,0.49096,-0.49096,1.6685
4,1,30,1.62344,1.62344,0.76494
4,1,45,0.037564,0.037564,0.6122
4,1,30,1.13096,-1.13096,0.54929
4,1,30,0.72628,-0.72628,0.62432
4,1,15,0.28072,0.28072,0.56983
4,1,30,0.49546,-0.49546,0.5427
4,1,30,2.0956,2.0956,0.48264
4,1,15,0.138198,0.138198,0.80078
4,1,45,0.135218,-0.135218,0.85436
4,1,15,0.21472,-0.21472,0.57518
4,1,15,0.2497,0.2497,0.54722
4,1,45,0.111522,0.111522,0.59959
4,1,45,0.62272,-0.62272,0.64935
4,1,45,1.58378,-1.58378,0.78881
4,1,15,0.73494,-0.73494,0.62456
4,1,15,0.148792,0.148792,0.6306
4,1,15,0.27098,-0.27098,0.6086
4,1,45,1.64244,-1.64244,0.85046
4,1,30,0.45764,-0.45764,0.57864
4,1,30,0.29702,0.29702,0.63312
4,1,30,0.83776,0.83776,0.58726
4,1,45,0.172046,-0.172046,0.58904
4,1,15,0.40134,-0.40134,0.73154
4,1,45,0.4254,0.4254,0.63083
4,0,15,0.45438,-0.45438,0.69147
4,0,45,0.054528,-0.054528,1.0643
4,0,45,2.9312,2.9312,0.94767
4,0,30,0.50474,-0.50474,0.91087
4,0,15,0.159558,0.159558,0.75361
4,0,15,0.0167754,-0.0167754,0.6766
4,0,30,0.83648,0.83648,1.0904
4,0,45,0.58594,-0.58594,1.2702
4,0,45,0.26964,-0.26964,1.6541
4,0,15,0.42306,0.42306,1.1692
4,0,15,0.170224,0.170224,2.0436
4,0,30,0.4889,0.4889,1.0272
4,0,30,0.52768,-0.52768,1.8375
4,0,30,0.31868,0.31868,0.95477
4,0,30,0.67288,-0.67288,0.87931
4,0,45,1.0494,-1.0494,1.2319
4,0,45,0.47606,0.47606,1.3725
4,0,15,0.31344,-0.31344,0.91009
4,0,30,0.03884,-0.03884,1.4423
4,0,15,0.39482,0.39482,0.95639
4,0,30,0.80654,0.80654,1.9323
4,0,45,0.66858,-0.66858,1.0152
4,1,30,0.60996,-0.60996,0.52743
4,1,30,1.4695,1.4695,0.57677
4,1,15,0.45782,0.45782,0.52825
4,1,45,1.66538,1.66538,0.73131
4,1,15,0.6047,-0.6047,0.72978
4,1,30,0.74484,-0.74484,0.4555
4,1,45,0.062352,0.062352,0.70566
4,1,45,0.025156,0.025156,0.86556
4,1,30,0.23624,-0.23624,0.54245
4,1,30,0.45876,-0.45876,0.54271
4,1,45,0.4732,-0.4732,0.61841
4,1,30,0.158278,-0.158278,0.65255
4,1,45,1.19512,-1.19512,0.72571
4,1,45,0.168258,0.168258,0.60429
4,1,15,1.5788,1.5788,0.60253
4,1,15,0.25308,0.25308,0.56995
4,1,30,2.6686,-2.6686,0.59663
4,1,15,0.28106,-0.28106,0.66085
4,1,15,0.12124,-0.12124,0.52587
4,1,15,0.072218,0.072218,0.67892
4,1,45,0.009672,0.009672,0.80626
4,1,15,0.84908,0.84908,0.59688
4,1,45,0.103498,-0.103498,0.64334
4,1,30,0.50478,0.50478,0.72206
4,1,15,0.60946,-0.60946,0.60641
4,1,45,0.60848,-0.60848,0.73265
4,1,30,0.89176,-0.89176,0.47644
4,1,45,2.2576,2.2576,0.85743
4,1,45,0.055444,0.055444,0.5987
4,1,15,0.70756,0.70756,0.61792
4,1,15,0.34428,0.34428,0.59826
4,1,15,0.89922,-0.89922,0.59384
4,1,15,0.32384,0.32384,0.79465
4,1,30,0.2113,0.2113,0.80706
4,1,45,0.8663,0.8663,0.81516
4,1,30,0.34262,-0.34262,0.639
4,1,30,1.18346,-1.18346,0.59353
4,1,15,0.51172,-0.51172,0.64005
4,1,30,1.4508,1.4508,0.77235
4,1,45,0.63944,0.63944,0.46848
4,1,30,1.46238,1.46238,0.80358
4,1,30,2.5024,-2.5024,0.84539
4,1,45,0.48462,0.48462,0.66136
4,1,15,1.40572,-1.40572,0.71177
4,1,45,0.95522,-0.95522,0.90895
4,1,15,0.78544,0.78544,0.72669
4,1,30,0.71788,0.71788,1.4404
4,1,45,0.64686,-0.64686,1.0049
4,1,30,1.08608,-1.08608,0.50662
4,1,30,0.26972,-0.26972,0.54039
4,1,45,0.74294,-0.74294,0.4434
4,1,30,1.51082,-1.51082,0.76011
4,1,30,0.23026,-0.23026,0.4882
4,1,15,0.129826,-0.129826,0.61166
4,1,30,1.04678,1.04678,0.60749
4,1,15,0.2602,0.2602,0.59081
4,1,15,0.0105574,-0.0105574,0.83255
4,1,15,0.34888,-0.34888,0.65953
4,1,45,0.5455,0.5455,0.75419
4,1,45,3.0086,-3.0086,0.42629
4,1,45,1.29232,1.29232,0.42478
4,1,45,0.92474,0.92474,0.51755
4,1,45,0.38072,-0.38072,0.61918
4,1,15,0.24444,0.24444,0.44318
4,1,45,2.13,-2.13,0.75533
4,1,30,0.044142,0.044142,0.52509
4,1,15,0.150776,0.150776,0.63124
4,1,30,0.184496,-0.184496,0.6987
4,1,15,0.57496,-0.57496,0.60947
4,1,45,0.1351,0.1351,0.52157
4,1,15,0.61034,0.61034,0.97575
4,1,30,1.06556,-1.06556,0.5651
4,0,15,0.052284,0.052284,0.55432
4,0,15,0.73824,-0.73824,0.70444
4,0,30,0.39996,0.39996,1.3275
4,0,45,2.4472,2.4472,1.9938
4,0,45,0.5964,0.5964,0.84235
4,0,45,1.36588,-1.36588,0.74844
4,0,45,0.23628,-0.23628,0.78651
4,0,15,0.42234,0.42234,0.79791
4,0,30,0.198734,-0.198734,1.7731
4,0,15,0.38218,-0.38218,0.59851
4,0,30,0.8104,0.8104,0.75236
4,0,30,0.188378,0.188378,0.92406
4,0,45,3.0732,-3.0732,0.83779
4,0,30,1.90164,1.90164,1.8295
4,0,30,0.33338,-0.33338,0.67799
4,0,45,1.22182,-1.22182,2.2089
4,0,15,0.056058,0.056058,1.1399
4,0,45,0.2902,-0.2902,0.75759
4,0,45,0.32408,-0.32408,0.79944
4,0,15,0.22044,0.22044,0.87269
4,0,15,0.20904,-0.20904,0.86121
4,0,30,0.55516,0.55516,0.93182
4,0,15,1.66546,1.66546,0.79808
4,0,30,1.15364,-1.15364,1.2654
4,1,45,2.3044,2.3044,0.41152
4,1,30,0.93672,0.93672,0.57138
4,1,30,1.9512,-1.9512,0.4782
4,1,15,0.0099948,-0.0099948,0.55096
4,1,15,0.186582,-0.186582,0.54948
4,1,30,0.27702,0.27702,0.5182
4,1,30,0.39618,-0.39618,0.56249
4,1,30,0.49204,-0.49204,0.41343
4,1,15,0.30338,-0.30338,0.62262
4,1,45,0.48646,0.48646,0.86486
4,1,15,0.47166,-0.47166,0.71688
4,1,30,0.29802,-0.29802,0.95287
4,1,15,0.23506,0.23506,0.48164
4,1,45,0.96802,0.96802,0.57028
4,1,15,0.075466,0.075466,0.42123
4,1,45,0.098008,0.098008,0.40737
4,1,45,1.41134,-1.41134,0.53279
4,1,45,0.63942,0.63942,0.6749
4,1,45,0.74398,-0.74398,0.50531
4,1,30,2.8216,2.8216,0.4432
4,1,15,1.0042,1.0042,0.58638
4,1,45,0.091972,-0.091972,0.62592
4,1,30,0.664,0.664,0.68855
4,1,15,0.72298,0.72298,0.53618
4,0,45,1.86554,1.86554,0.57165
4,0,45,1.6189,1.6189,0.77757
4,0,45,0.81776,0.81776,1.8155
4,0,30,1.44566,1.44566,0.61935
4,0,30,0.178074,0.178074,1.9754
4,0,30,0.156268,-0.156268,2.1701
4,0,15,0.08841,-0.08841,1.7126
4,0,15,0.136196,0.136196,1.7669
4,0,45,1.80702,1.80702,1.2833
4,0,15,0.42884,0.42884,1.0501
4,0,15,0.113786,-0.113786,0.95059
4,0,45,0.27162,0.27162,1.5704
4,0,45,1.07864,-1.07864,1.3622
4,0,15,0.087888,0.087888,0.76071
4,0,15,0.71424,-0.71424,2.1911
4,0,30,0.73456,-0.73456,2.2694
4,0,15,0.31522,-0.31522,0.84802
4,0,15,0.28484,-0.28484,1.2052
4,0,30,0.32038,0.32038,0.8199
4,0,30,0.128882,0.128882,0.65122
4,0,45,2.9148,-2.9148,0.80199
4,0,30,0.7514,0.7514,0.59031
4,0,15,0.040216,0.040216,0.65516
4,0,30,0.695,0.695,0.73229
4,0,45,2.5854,2.5854,1.0654
4,0,15,0.068364,-0.068364,0.90653
4,0,45,0.174168,-0.174168,1.0087
4,0,30,1.97684,1.97684,0.81508
4,0,30,0.0133152,-0.0133152,0.95757
4,0,45,0.63724,-0.63724,1.6385
4,0,30,0.080702,-0.080702,0.79021
4,0,15,0.42398,-0.42398,0.84023
4,0,30,0.28272,-0.28272,0.82439
4,0,30,0.084386,0.084386,1.0799
4,0,45,1.94368,-1.94368,1.2167
4,0,45,1.40374,1.40374,1.0515
4,0,45,0.93886,-0.93886,1.1785
4,0,15,0.5138,0.5138,0.96213
4,0,45,2.3348,2.3348,1.3133
4,0,15,0.109674,-0.109674,0.8272
4,0,15,0.3613,0.3613,0.78545
4,0,15,0.64886,0.64886,1.3402
4,0,30,1.02724,-1.02724,0.90041
4,0,15,0.2719,0.2719,0.8808
4,0,45,0.49944,0.49944,1.2627
4,0,45,0.53288,-0.53288,0.58709
4,0,30,0.63694,-0.63694,1.0605
4,0,15,0.28852,-0.28852,0.73085
4,0,45,0.88624,-0.88624,1.4789
4,0,30,0.156082,0.156082,1.4275
4,0,45,0.66482,0.66482,1.0803
4,0,30,0.29172,0.29172,1.2426
4,0,30,0.107058,-0.107058,0.89529
4,0,45,0.89788,0.89788,1.829
4,0,30,1.25628,1.25628,0.58105
4,0,45,0.85942,-0.85942,0.66155
4,0,15,0.52304,-0.52304,0.88194
4,0,45,1.19742,-1.19742,2.1063
4,0,30,0.50924,0.50924,1.3769
4,0,15,0.0137266,-0.0137266,0.94174
4,0,15,0.95174,0.95174,0.73139
4,0,15,0.8034,-0.8034,0.69017
4,0,45,0.79194,0.79194,0.93927
4,0,15,0.4399,-0.4399,0.76227
4,0,30,0.61624,-0.61624,0.78745
4,0,15,0.178346,0.178346,0.89765
4,0,30,0.3607,0.3607,0.77552
4,1,15,0.078832,-0.078832,0.50387
4,1,30,0.32308,-0.32308,0.4947
4,1,45,0.150808,-0.150808,0.46592
4,1,15,0.58842,-0.58842,0.61236
4,1,45,0.61784,0.61784,0.79754
4,1,15,0.25474,0.25474,0.58832
4,1,30,0.152694,-0.152694,0.64781
4,1,30,0.94068,0.94068,0.59616
4,1,30,0.192164,0.192164,0.5458
4,1,45,0.93718,-0.93718,0.67123
4,1,30,0.67076,-0.67076,0.56997
4,1,45,0.65632,0.65632,0.5144
4,1,45,0.065298,-0.065298,0.77261
4,1,30,0.156858,-0.156858,0.80492
4,1,15,0.091452,0.091452,0.53875
4,1,45,0.79494,-0.79494,0.56145
4,1,15,0.31434,-0.31434,0.53799
4,1,30,0.35428,-0.35428,0.77496
4,1,45,2.1778,2.1778,0.53163
4,1,45,1.58416,1.58416,0.75781
4,1,15,0.57408,-0.57408,0.59622
4,1,30,0.5577,-0.5577,0.72486
4,1,15,0.51744,0.51744,0.58178
4,1,15,0.043648,-0.043648,0.58732
4,0,15,0.092978,0.092978,0.63579
4,0,30,0.75788,0.75788,0.98903
4,0,45,0.0134286,0.0134286,0.94448
4,0,15,0.31524,-0.31524,0.66055
4,0,15,0.177424,-0.177424,2.1455
4,0,45,0.47204,-0.47204,1.0273
4,0,45,1.57626,-1.57626,1.0847
4,0,45,0.82976,0.82976,0.98159
4,0,15,0.37826,0.37826,0.95633
4,0,30,0.5465,-0.5465,0.73846
4,0,30,0.43296,0.43296,0.71286
4,0,15,0.47836,-0.47836,0.60172
4,0,45,0.81136,0.81136,1.1766
4,0,45,1.4702,1.4702,0.6585
4,0,45,0.082484,-0.082484,0.72101
4,0,30,0.0594,-0.0594,0.67415
4,0,45,0.40434,0.40434,0.72121
4,0,15,0.76802,0.76802,0.74393
4,0,15,0.66694,0.66694,0.71375
4,0,30,1.1704,1.1704,1.0608
4,0,30,0.07052,0.07052,0.69214
4,0,30,0.5095,0.5095,1.0971
4,0,45,1.55684,1.55684,0.85868
4,0,30,0.68284,0.68284,0.75133
4,0,45,0.71686,-0.71686,0.79484
4,0,45,0.2208,0.2208,0.83811
4,0,15,0.0190242,0.0190242,0.85962
4,0,30,0.46132,0.46132,1.269
4,0,45,1.80414,-1.80414,1.0405
4,0,30,0.055082,0.055082,0.83081
4,0,15,0.20452,0.20452,0.77664
4,0,15,0.35822,-0.35822,1.2934
4,0,15,0.064904,-0.064904,1.1201
4,0,45,0.36572,0.36572,1.2523
4,0,30,0.11908,0.11908,2.0369
4,0,15,0.22352,-0.22352,1.2398
4,0,15,0.089594,0.089594,0.72596
4,0,15,0.43926,-0.43926,0.92572
4,0,30,0.33108,0.33108,0.83158
4,0,45,0.53484,0.53484,0.91154
4,0,30,1.36182,-1.36182,0.78202
4,0,15,0.090726,0.090726,0.68215
4,0,30,0.150506,0.150506,0.8006
4,0,30,0.60664,-0.60664,0.67915
4,0,45,0.28746,0.28746,0.87946
4,0,30,0.71978,0.71978,0.5464
4,0,45,1.07954,1.07954,0.88397
4,0,15,0.79198,-0.79198,0.66146
4,0,45,0.44982,-0.44982,0.82607
4,0,30,1.00504,-1.00504,0.75658
4,0,45,3.0844,-3.0844,0.93945
4,0,15,0.30812,-0.30812,1.1514
4,0,30,0.054616,0.054616,1.0022
4,0,15,0.62636,-0.62636,0.88786
4,0,30,0.8543,-0.8543,1.014
4,0,45,0.93662,0.93662,0.99449
4,0,45,0.189102,-0.189102,1.7944
4,0,15,0.025496,0.025496,1.0972
4,0,15,0.173736,-0.173736,0.84232
4,0,30,0.130748,0.130748,1.079
4,0,45,0.30476,-0.30476,1.1275
4,0,45,1.66752,-1.66752,1.074
4,0,30,0.96548,-0.96548,1.0203
4,0,30,0.27952,0.27952,1.3504
4,0,45,2.0166,2.0166,1.3748
4,0,15,0.00151056,-0.00151056,0.92886
4,0,30,0.5938,-0.5938,0.81616
4,0,15,0.20364,0.20364,0.78399
4,0,15,0.59156,0.59156,1.189
4,0,45,1.9129,1.9129,0.88275
4,0,45,0.098938,-0.098938,0.89324
4,0,15,0.21542,0.21542,0.71357
4,0,15,0.58638,-0.58638,0.65628
4,0,45,1.40524,-1.40524,1.1735
4,0,30,1.02894,-1.02894,0.92333
4,0,30,0.28606,-0.28606,0.8894
4,0,30,0.7195,0.7195,1.0791
4,0,30,0.8878,-0.8878,1.0144
4,0,45,2.8524,2.8524,1.0982
4,0,45,0.104698,0.104698,0.90734
4,0,15,0.074672,0.074672,0.94512
4,0,15,0.433,-0.433,0.72345
4,0,45,1.29368,1.29368,0.68897
4,0,30,1.76294,-1.76294,1.8552
4,0,45,0.0110842,-0.0110842,0.93159
4,0,45,0.31094,-0.31094,0.8982
4,0,15,0.5328,0.5328,0.67092
4,0,30,0.6483,-0.6483,1.2924
4,0,30,0.34156,-0.34156,1.3426
4,0,15,0.140922,-0.140922,0.92567
4,0,15,0.2814,0.2814,0.6414
4,0,30,0.92454,-0.92454,1.5541
4,0,15,0.31344,0.31344,1.1478
4,1,15,0.45694,0.45694,0.60183
4,1,45,0.50912,-0.50912,0.72898
4,1,30,0.072226,-0.072226,0.56764
4,1,15,0.461,-0.461,0.51546
4,1,30,0.26044,-0.26044,0.95725
4,1,45,0.48568,-0.48568,0.55631
4,1,30,0.25882,-0.25882,0.45849
4,1,15,0.8476,-0.8476,0.51157
4,1,45,1.2019,1.2019,0.59208
4,1,30,1.00596,1.00596,0.56956
4,1,30,0.17312,-0.17312,0.5379
4,1,45,2.874,-2.874,0.57428
4,1,30,0.85088,0.85088,0.5241
4,1,15,0.23118,-0.23118,0.66114
4,1,45,0.13566,0.13566,0.66952
4,1,45,2.3876,2.3876,0.79804
4,1,45,2.1004,-2.1004,0.43577
4,1,15,0.17068,-0.17068,0.48725
4,1,15,0.7233,0.7233,0.59247
4,1,15,0.43754,0.43754,0.55111
4,1,30,2.8924,-2.8924,0.79762
4,1,30,1.1125,-1.1125,0.65033
4,1,45,0.79484,-0.79484,0.66983
4,1,15,0.2474,0.2474,0.55321
5,1,15,0.055206,0.055206,0.6037
5,1,30,0.8039,-0.8039,0.52352
5,1,30,0.5085,0.5085,0.50387
5,1,45,0.39552,-0.39552,0.69179
5,1,45,1.8787,1.8787,0.57018
5,1,30,0.070898,0.070898,0.47085
5,1,30,0.44198,0.44198,0.62713
5,1,15,0.44608,0.44608,0.50226
5,1,45,3.1396,-3.1396,0.51897
5,1,15,0.20532,-0.20532,0.58272
5,1,45,0.52488,-0.52488,0.55257
5,1,45,1.44372,-1.44372,0.56171
5,1,15,0.39786,-0.39786,0.47851
5,1,15,0.26098,0.26098,0.58223
5,1,45,0.36476,-0.36476,0.5437
5,1,30,0.48232,0.48232,0.50813
5,1,30,0.5253,0.5253,0.43099
5,1,30,1.15032,1.15032,0.46141
5,1,30,1.23402,-1.23402,0.50744
5,1,15,0.47758,-0.47758,0.50995
5,1,45,2.8568,-2.8568,0.60162
5,1,15,0.068712,-0.068712,0.53599
5,1,45,0.97766,0.97766,0.64831
5,1,15,0.4035,-0.4035,0.5425
5,0,15,0.40124,-0.40124,0.50507
5,0,30,1.27094,-1.27094,0.48875
5,0,15,0.36428,-0.36428,1.0379
5,0,15,0.18005,0.18005,0.76461
5,0,30,0.05873,-0.05873,0.66241
5,0,30,1.66666,-1.66666,0.69399
5,0,45,0.78588,0.78588,0.78339
5,0,45,0.0089798,-0.0089798,0.57744
5,0,30,0.94214,-0.94214,0.55504
5,0,45,0.5566,-0.5566,0.80373
5,0,15,0.045222,-0.045222,0.55741
5,0,45,0.61626,0.61626,0.72948
5,0,15,0.4919,0.4919,0.5093
5,0,45,0.2441,0.2441,0.62916
5,0,45,0.167196,-0.167196,0.64354
5,0,45,0.93728,0.93728,0.5663
5,0,30,1.94794,-1.94794,0.6641
5,0,45,0.74128,0.74128,0.95518
5,0,15,0.68114,-0.68114,0.71995
5,0,30,1.00852,-1.00852,0.60416
5,0,15,0.036896,-0.036896,0.50423
5,0,30,1.84064,-1.84064,0.82967
5,0,15,0.49326,-0.49326,0.95681
5,0,30,1.07646,1.07646,0.68954
5,0,45,0.80426,0.80426,0.45965
5,0,30,1.30978,1.30978,0.4603
5,0,45,0.71052,0.71052,0.44726
5,0,30,0.31604,0.31604,0.52614
5,0,30,1.4921,1.4921,0.60126
5,0,15,0.53254,-0.53254,0.56992
5,0,45,2.8584,-2.8584,0.42418
5,0,30,0.07513,-0.07513,0.64821
5,0,30,0.20484,0.20484,0.60569
5,0,45,0.75096,-0.75096,0.58692
5,0,45,0.37048,-0.37048,0.51268
5,0,30,0.113174,0.113174,0.51582
5,0,30,1.35684,1.35684,0.55693
5,0,15,0.029514,-0.029514,0.69167
5,0,15,0.10356,-0.10356,0.54183
5,0,15,0.0118386,-0.0118386,0.61924
5,0,15,0.0173384,0.0173384,0.49882
5,0,15,0.055994,-0.055994,0.69684
5,0,15,0.146306,0.146306,1.0952
5,0,45,0.83344,-0.83344,0.83879
5,0,15,0.62918,0.62918,0.65747
5,0,45,1.2235,1.2235,0.86757
5,0,30,0.20764,-0.20764,0.69508
5,0,45,0.461,0.461,0.59282
5,1,45,0.9964,0.9964,0.48202
