subjects,block_number,trial_number,stim_mean,stim_sd,estimation,abs_estimation_error,rt,R
3,4,32,80,24,80.84851925451667,0.8485192545166881,3.203,1.8142365295971608
3,4,33,80,16,61.433685529731854,18.566314470268136,1.591,1.378568679593937
3,4,34,40,4,20.793550417939567,19.20644958206043,1.557,0.4666061802503423
3,4,35,40,12,28.213005507330564,11.786994492669436,2.073,0.6330983631251291
3,4,36,60,12,31.735146833326407,28.26485316667359,1.466,0.7121350296583688
3,4,37,80,16,57.20401813494139,22.795981865058607,1.242,1.2836551652039228
3,4,38,80,8,30.620580077402007,49.37941992259799,2.39,0.687124210141601
3,4,39,100,30,63.6765870578837,36.323412942116285,1.137,1.4288992721908451
3,4,40,100,20,89.49267308784346,10.507326912156543,1.262,2.0082108880205856
3,4,41,80,16,50.14356822959132,29.85643177040868,1.776,1.1252190398204474
3,4,42,40,8,27.117804554255244,12.882195445744756,1.922,0.6085221112080864
3,4,43,100,20,55.56628181163582,44.433718188364175,1.629,1.2469044480481088
3,4,44,40,12,33.423193455173525,6.576806544826468,1.441,0.7500147072734542
3,4,45,60,12,56.2095893243618,3.7904106756381992,1.521,1.2613402348765306
3,4,46,40,4,29.22001602242868,10.77998397757132,1.614,0.6556956262417
3,4,47,60,12,61.203385853545015,1.203385853545015,1.433,1.373400766945132
3,4,48,80,8,65.75523617825687,14.244763821743136,1.85,1.4755440493762397
3,4,49,40,4,36.63462003264004,3.3653799673599565,1.493,0.822078951154253
3,4,50,40,8,30.068739753188407,9.931260246811588,1.901,0.6747409422237147
3,4,51,80,24,89.43923742620534,9.439237426205352,1.637,2.0070117945774286
3,4,52,60,6,54.83142893926832,5.168571060731679,1.743,1.2304143881531153
3,4,53,80,8,80.47293962930192,0.4729396293019192,1.57,1.8058085425156418
3,4,54,100,30,96.53347895749052,3.466521042509484,2.036,2.1662062022736936
3,4,55,60,6,28.499280099351775,31.50071990064822,1.456,0.6395223499480095
3,4,56,80,24,61.203385853545015,18.796614146454985,1.471,1.373400766945132
3,4,57,80,16,76.87043361761894,3.1295663823810567,1.914,1.724968496652668
3,4,58,100,30,62.69026322539597,37.30973677460403,2.029,1.406766217146531
3,4,59,60,12,44.922525014021446,15.077474985978554,1.522,1.0080591040339535
3,4,60,100,20,82.73054658243792,17.26945341756209,2.04,1.8564691240775368
4,1,1,40,12,38.87205415280239,1.1279458471976085,1.883,0.8722868554027757
4,1,2,60,12,39.9980218209477,20.0019781790523,4.411,0.8975535107915251
4,1,3,40,8,47.64682588424871,7.646825884248714,4.491,1.0691922726059124
4,1,4,40,4,49.917006242303145,9.917006242303144,6.328,1.1201350007143958
4,1,5,80,24,70.41261213519533,9.587387864804668,4.575,1.5800553214571225
4,1,6,80,16,60.54929141262751,19.45070858737249,5.209,1.3587229220141295
4,1,7,80,8,68.54283876720476,11.457161232795244,7.238,1.5380977051945726
4,1,8,40,12,36.575540071880006,3.424459928119987,6.131,0.820753199934981
4,1,9,80,8,61.79303705074449,18.206962949255512,5.921,1.38663250886872
4,1,10,60,6,54.0633939859196,5.936606014080397,6.468,1.2131797241021116
4,1,11,40,4,46.160591588965055,6.160591588965062,4.138,1.0358412530089387
4,1,12,60,6,56.05606240733324,3.9439375926667566,7.223,1.2578950989146362
4,1,13,100,20,84.4685954501889,15.5314045498111,3.88,1.8954708494668688
4,1,14,80,8,70.82515353687674,9.17484646312326,6.601,1.5893127288630078
4,1,15,60,12,63.79719132112166,3.7971913211216584,4.325,1.4316056255292737
4,1,16,40,4,43.45557449789345,3.4555744978934513,7.552,0.9751408114293288
4,1,17,80,8,67.50373286394434,12.496267136055664,5.052,1.5147802232518244
4,1,18,60,12,41.11320985929905,18.886790140700953,3.188,0.9225782718533524
4,1,19,100,30,92.21987267519722,7.78012732480279,6.655,2.0694091036527547
4,1,20,100,20,97.52042877885285,2.4795712211471534,2.33,2.1883533044755055
4,1,21,100,10,85.57765807755541,14.422341922444588,5.852,1.9203581566276238
4,1,22,60,6,64.91174810850681,4.9117481085068135,7.351,1.456616221352544
4,1,23,100,20,84.13542671759073,15.864573282409252,7.93,1.8879945605901818
4,1,24,60,18,49.6105715098024,10.389428490197602,7.934,1.113258621397045
4,1,25,60,6,51.46756114845104,8.53243885154896,3.381,1.1549293714439803
4,1,26,80,8,69.58157676547287,10.418423234527124,4.952,1.5614069313685988
4,1,27,100,30,88.63749142467529,11.36250857532471,7.837,1.9890206563742012
4,1,29,40,8,35.75015445729419,4.249845542705812,6.489,0.8022315900552559
4,1,30,40,4,35.90318815091774,4.096811849082258,5.481,0.8056656581098236
4,1,32,100,10,70.41842323453633,29.581576765463662,2.014,1.5801857222214009
4,1,33,80,24,50.08718745999565,29.912812540004353,1.674,1.1239538583092652
4,1,34,60,18,49.24506482799812,10.75493517200188,2.488,1.1050566706370857
4,1,35,100,30,85.20155958738154,14.79844041261846,1.896,1.9119185262436487
4,1,36,60,18,62.50016983874013,2.5001698387401348,2.54,1.4025005315250025
4,1,37,40,8,33.206470325788686,6.793529674211314,1.889,0.7451514516224658
4,1,38,80,16,54.45758381630564,25.54241618369436,3.231,1.2220253232111158
4,1,39,100,10,70.84071881185176,29.15928118814824,3.061,1.5896620128166694
4,1,40,80,16,46.708912879698794,33.29108712030121,2.378,1.0481455540001956
4,1,41,100,10,52.230379240499786,47.76962075950021,2.688,1.1720469694011642
4,1,42,60,6,50.76004660784912,9.23995339215088,2.066,1.139052782279245
4,1,43,40,12,36.59605084365801,3.40394915634198,3.837,0.8212134605773898
4,1,44,40,8,42.50120438675712,2.501204386757124,3.393,0.953724796215389
4,1,45,100,20,76.56203654665322,23.437963453346786,4.907,1.718048082563136
4,1,46,80,24,61.203385853545015,18.796614146454985,4.836,1.373400766945132
4,1,47,60,18,55.39486304921461,4.605136950785393,2.195,1.2430578200144664
4,1,48,100,20,51.60996582305657,48.39003417694343,6.285,1.1581249248695344
4,1,49,60,12,64.03693001859398,4.036930018593978,3.772,1.436985349320418
4,1,50,100,30,49.98276034947656,50.01723965052344,3.812,1.1216105194289625
4,1,51,100,10,69.38110390342965,30.618896096570353,2.875,1.5569083308640335
4,1,52,40,8,37.037426840869294,2.9625731591306987,2.354,0.8311179147938886
4,1,53,80,24,53.98717985732152,26.01282014267848,1.881,1.2114694830556583
4,1,54,60,12,38.06346373189098,21.936536268109023,2.018,0.8541421287877872
4,1,55,40,12,32.975784953618316,7.024215046381684,5.315,0.7399748839760296
4,1,56,100,30,70.0000000000046,29.999999999995396,3.732,1.5707963267949998
4,1,57,60,18,41.94809236020241,18.05190763979759,5.435,0.9413129913637001
4,1,58,40,4,34.5616857671516,5.438314232848398,3.409,0.7755624150125885
4,1,59,40,12,37.652957187505635,2.3470428124943647,3.972,0.8449303834728478
4,1,60,80,16,52.390873247515295,27.609126752484695,5.096,1.175648446496772
4,2,1,40,12,27.198722973548556,12.801277026451444,3.96,0.6103379162908862
4,2,2,80,24,49.24407932668098,30.755920673319007,3.525,1.1050345560392427
4,2,3,60,12,44.14703982563198,15.85296017436802,2.798,0.9906572570995817
4,2,4,80,24,55.594894850861365,24.405105149138635,2.592,1.2475465231468792
4,2,5,60,6,49.338293528945314,10.661706471054684,3.76,1.1071487177942245
4,2,6,100,10,93.5639041370774,6.436095862922599,2.797,2.099569099130157
4,2,7,100,30,94.73608418383304,5.263915816166943,2.091,2.1258727578699577
4,2,8,80,16,63.82174414732359,16.178255852676415,2.979,1.4321565896608512
4,2,9,40,12,35.1451570894468,4.854842910553201,5.375,0.7886554808676093
4,2,10,100,10,75.49135373017242,24.508646269827576,6.146,1.6940220163447006
4,2,11,100,20,67.30874637745976,32.691253622540245,3.918,1.5104047367269011
4,2,12,60,6,52.01270636431228,7.98729363568772,4.755,1.167162401481761
4,2,13,60,18,47.6817410382945,12.318258961705496,5.958,1.0699757668305496
4,2,14,60,12,50.1685710607432,9.831428939256798,4.315,1.125780102039488
4,2,15,100,20,69.79464023680309,30.20535976319691,5.119,1.5661880644848798
4,2,16,80,8,55.99676319540623,24.00323680459377,4.885,1.2565644277106824
4,2,17,40,8,37.49763734742689,2.502362652573112,3.929,0.8414450144117898
4,2,18,40,4,38.24061491098901,1.7593850890109903,4.552,0.8581173919508527
4,2,19,60,6,46.81324431534784,13.186755684652155,6.769,1.050486745941435
4,2,20,80,24,52.80983039819212,27.19016960180788,2.81,1.1850498229734523
4,2,21,40,4,47.96048373114111,7.96048373114111,5.057,1.0762307382311835
4,2,22,100,30,72.76831863878026,27.231681361219746,7.714,1.6329172517833803
4,2,23,100,20,67.50373286394434,32.496267136055664,6.309,1.5147802232518244
4,2,24,60,18,51.427155605515374,8.572844394484619,2.023,1.154022673180759
4,2,25,80,8,47.795981865070125,32.20401813492987,4.242,1.0725393249886805
4,2,26,80,16,60.592966717884714,19.407033282115293,6.672,1.3597029935722675
4,2,27,100,30,88.464009540692,11.53599045930801,3.352,1.985127732000967
4,2,28,60,18,46.97013251679459,13.029867483205408,5.14,1.0540073089492925
4,2,29,100,10,69.36942816280057,30.630571837199422,4.843,1.5566463278569942
4,2,30,60,6,62.946105211200525,2.946105211200532,2.306,1.4125072978828412
4,2,31,80,16,62.6746692312902,17.325330768709804,6.21,1.4064162887370826
4,2,32,100,20,74.56524478901575,25.43475521098425,6.421,1.6732401803021177
4,2,33,100,30,69.796515642242,30.203484357758,4.355,1.5662301484845182
4,2,34,40,8,49.15490615237462,9.15490615237462,4.945,1.103033514687113
4,2,35,80,8,69.38110390342965,10.618896096570351,4.24,1.5569083308640335
4,2,36,40,8,42.50120438675712,2.501204386757124,7.288,0.953724796215389
4,2,37,60,18,51.821693470733976,8.178306529266024,4.008,1.1628760821731428
4,2,38,60,12,52.8155986232191,7.184401376780897,5.621,1.1851792616403738
4,2,39,40,8,45.10692417149687,5.106924171496871,3.571,1.0121970114514744
4,2,40,100,10,95.68523032117808,4.314769678821904,4.443,2.1471715473861455
4,2,41,100,30,77.70001569801269,22.29998430198731,5.473,1.7435842750049162
4,2,42,40,4,48.87410840021153,8.87410840021154,2.487,1.0967324278632553
4,2,43,60,6,57.28738581284108,2.71261418715892,4.973,1.2855259315213263
4,2,44,80,16,73.75699330089654,6.243006699103461,5.371,1.655103059321201
4,2,45,100,20,90.94982778434976,9.050172215650248,2.391,2.040909362946929
4,2,46,60,12,65.76863064255616,5.768630642556161,4.326,1.47584462045225
4,2,47,40,4,50.64312422484237,10.643124224842367,2.555,1.1364290501400005
4,2,48,80,24,55.66170647106621,24.33829352893379,3.681,1.249045772398379
4,2,49,100,10,75.8246993790576,24.17530062094239,4.018,1.7015022752135853
4,2,50,40,8,43.38778723033282,3.387787230332819,2.928,0.9736196687023615
4,2,51,80,16,54.49267308784576,25.50732691215424,8.438,1.222812724623189
4,2,52,40,12,40.57799835086317,0.5779983508631688,4.761,0.910568153688932
4,2,53,80,8,61.203385853545015,18.796614146454985,5.158,1.373400766945132
4,2,54,80,24,71.47786408434207,8.522135915657927,5.601,1.6039595192975626
4,2,55,80,8,59.956601635898885,20.043398364101108,4.621,1.345422994525355
4,2,56,60,18,61.94741774361556,1.94741774361556,5.442,1.3900968035157188
4,2,57,40,4,42.974721345008014,2.974721345008021,2.774,0.9643504919110404
4,2,58,40,12,49.05625056030782,9.056250560307816,6.198,1.1008196883780228
4,2,59,60,12,51.32158720569198,8.678412794308016,6.097,1.1516537238283562
4,2,60,40,12,42.569897247876014,2.569897247876014,5.617,0.9552662604142832
4,3,1,60,6,50.12002708858739,9.879972911412608,5.568,1.1246907778516257
4,3,2,60,12,51.09040111034408,8.909598889655923,5.498,1.1464659199800913
4,3,3,40,8,43.4012586277658,3.401258627765799,3.685,0.9739219661538546
4,3,4,60,18,51.821693470733976,8.178306529266024,2.955,1.1628760821731428
4,3,5,40,4,50.22944240308145,10.229442403081448,7.769,1.1271460517673737
4,3,6,80,24,79.19449093158742,0.8055090684125757,5.691,1.777120220824704
4,3,7,60,12,76.08669068498891,16.08669068498891,4.021,1.707381346370858
4,3,8,100,20,106.22060929258475,6.220609292584768,5.495,2.383584898667257
4,3,9,40,12,54.17895745680045,14.178957456800449,3.239,1.2157729623245588
4,3,10,80,24,99.27186403168284,19.27186403168284,2.255,2.2276554196435687
4,3,11,80,8,96.65984501424266,16.65984501424265,3.196,2.169041849956234
4,3,12,100,30,108.58126778876547,8.581267788765473,2.11,2.436557951447512
4,3,13,40,4,59.22935074065863,19.22935074065863,3.143,1.329103522598188
4,3,14,60,18,75.35611014667359,15.356110146673586,3.548,1.690987157427807
4,3,15,80,16,73.94621479005332,6.053785209946682,5.782,1.6593491796086028
4,3,16,100,10,94.51486347727749,5.485136522722513,3.194,2.1209085768232656
4,3,17,40,12,50.24762411731768,10.247624117317685,3.435,1.127554048480761
4,3,18,100,30,112.73155680353416,12.731556803534149,4.79,2.529690219155167
4,3,19,40,12,46.40830825843955,6.408308258439546,3.959,1.0414000020731728
4,3,20,60,18,55.72892117735962,4.271078822640376,4.657,1.2505540668805544
4,3,21,100,10,104.24984554271504,4.249845542715036,3.248,2.3393610635347444
4,3,22,100,30,79.65428189687321,20.345718103126785,4.955,1.787437905958481
4,3,23,60,12,45.04202608524179,14.957973914758211,2.655,1.0107407018013959
4,3,24,40,4,46.056774923974494,6.056774923974501,5.259,1.0335116124942634
4,3,25,100,10,96.6122127696764,3.3877872303236103,3.515,2.167972984887639
4,3,26,40,8,36.72417337613805,3.275826623861945,4.105,0.824088523483094
4,3,27,100,20,96.67556298076788,3.3244370192321213,3.785,2.1693945603002693
4,3,28,80,16,61.360022762308816,18.639977237691184,5.472,1.3769156909583704
4,3,29,60,6,50.65690935359353,9.343090646406466,4.171,1.1367383877058108
4,3,30,60,12,61.0410427317656,1.0410427317656,3.802,1.3697577958112532
4,3,31,80,16,80.81716051877977,0.8171605187797865,2.746,1.8135328412127543
4,3,32,60,12,66.85217628824311,6.852176288243115,5.555,1.5001593278831025
4,3,33,80,8,48.488670944176555,31.51132905582345,5.754,1.0880832315754139
4,3,34,60,6,49.52055584217145,10.479444157828553,4.549,1.111238674538921
4,3,35,80,8,90.7559206733282,10.75592067332822,2.59,2.0365580975507567
4,3,36,80,24,97.09334842702516,17.093348427025177,2.521,2.17876964379126
4,3,37,60,18,54.087925069400114,5.912074930599886,4.297,1.2137302003281614
4,3,38,80,16,67.66785889135352,12.332141108646482,7.924,1.5184632026944784
4,3,39,80,24,56.25409470175632,23.745905298243684,6.112,1.2623389332098727
4,3,40,60,6,62.042521765379846,2.042521765379845,6.107,1.392230932773587
4,3,41,80,24,53.93838748705248,26.06161251294752,5.294,1.2103745848271694
4,3,42,100,10,76.20280867888755,23.797191321112447,3.528,1.709987028060726
4,3,43,40,8,42.47957122115638,2.4795712211563767,4.782,0.9532393491144947
4,3,44,80,8,55.32664974672618,24.673350253273806,5.898,1.2415271170860755
4,3,45,100,30,87.52990558731419,12.47009441268581,3.838,1.9641664883036747
4,3,46,100,10,84.40411827289535,15.595881727104654,2.197,1.8940239849918004
4,3,47,40,8,44.53926845503371,4.539268455033707,6.55,0.9994588469614107
4,3,48,100,20,71.04101116080078,28.95898883919922,6.911,1.594156562616873
4,3,49,40,4,48.20316625284029,8.20316625284029,2.088,1.0816765212835036
4,3,50,40,8,37.32799156021271,2.672008439787291,6.28,0.8376381718487574
4,3,51,40,12,36.437030206891514,3.562969793108494,5.881,0.8176450458328554
4,3,52,80,16,55.33643207212405,24.663567927875945,6.978,1.2417466319546824
4,3,53,60,18,47.22220395716924,12.777796042830756,5.838,1.0596637788440124
4,3,54,100,20,70.42039681221732,29.57960318778268,5.177,1.5802300092010002
4,3,55,80,8,58.35921811689049,21.64078188310951,4.475,1.3095777921804823
4,3,56,60,6,48.67604146049104,11.323958539508965,5.422,1.0922878161293632
4,3,57,40,4,36.323275804149375,3.6767241958506247,4.048,0.8150924030045111
4,3,58,40,12,39.119926303581934,0.8800736964180657,4.287,0.8778490934593366
4,3,59,100,20,55.20897358814037,44.79102641185963,5.221,1.2388864702623907
4,3,60,100,30,75.59293109544232,24.407068904557676,5.244,1.6963014070911504
4,4,1,100,20,71.46399745567955,28.536002544320453,3.46,1.6036483528780179
4,4,2,80,8,64.76904225764086,15.230957742359136,3.769,1.4534139095475098
4,4,3,60,18,45.633238880602974,14.366761119397024,4.321,1.0240074859057886
4,4,4,100,20,76.47048628294841,23.529513717051568,4.057,1.7159936994496412
4,4,5,80,8,50.864493432450885,29.135506567549115,5.921,1.1413965635425285
4,4,6,40,12,37.77249697831893,2.2275030216810734,4.827,0.8476128501059244
4,4,7,60,6,48.97227807113794,11.02772192886205,4.31,1.0989353501274535
4,4,8,60,18,48.8591358224126,11.140864177587405,3.871,1.0963964440031237
4,4,9,100,10,65.28150760942316,34.71849239057684,8.401,1.464913605150214
4,4,10,80,8,48.78473959091758,31.215260409082415,3.607,1.0947269964722701
4,4,11,100,20,68.75088656389627,31.249113436103727,4.586,1.5427662868351555
4,4,12,40,4,47.33999495771907,7.33999495771907,2.064,1.0623070027153434
4,4,13,40,8,36.78158558872565,3.2184144112743525,4.723,0.8253768505208907
4,4,14,40,12,48.488670944176555,8.488670944176548,6.385,1.0880832315754139
4,4,15,100,10,73.53266330687849,26.467336693121492,4.72,1.6500691060270085
4,4,16,80,16,55.594894850861365,24.405105149138635,3.971,1.2475465231468792
4,4,17,100,10,67.50373286394434,32.496267136055664,5.058,1.5147802232518244
4,4,18,100,20,70.8289905769969,29.171009423003095,4.871,1.589398831841958
4,4,19,100,30,49.923337167685446,50.076662832314554,6.751,1.1202770663477635
4,4,20,40,4,36.45580163967584,3.5441983603241596,4.962,0.8180662757995167
4,4,21,80,24,70.59414324739457,9.40585675260543,5.987,1.5841288700891447
4,4,22,80,8,53.482972681705306,26.51702731829469,4.221,1.2001551004927784
4,4,23,80,16,67.50373286394434,12.496267136055664,5.17,1.5147802232518244
4,4,24,60,6,52.1490896693924,7.850910330607603,6.597,1.1702228356911326
4,4,25,80,16,49.80736445790792,30.19263554209208,7.328,1.1176746448259494
4,4,26,80,24,53.50393522894352,26.49606477105648,4.442,1.2006254989528078
4,4,27,100,30,62.742236258109926,37.257763741890074,6.074,1.4079324892733807
4,4,28,80,24,54.084899926232815,25.915100073767174,3.275,1.2136623162742297
4,4,29,60,12,36.15723030020622,23.842769699793777,6.016,0.8113663506091581
4,4,30,40,8,37.175633851099946,2.8243661489000544,6.806,0.8342192728511402
4,4,31,40,4,36.47506979139182,3.524930208608182,6.005,0.8184986521129395
4,4,32,60,6,49.24407932668098,10.75592067331901,5.797,1.1050345560392427
4,4,33,100,10,78.43562253190835,21.56437746809165,3.455,1.7600912537570381
4,4,34,40,8,45.485136522731736,5.485136522731736,5.163,1.0206840767667342
4,4,35,60,6,53.8952459131274,6.104754086872603,6.063,1.2094064901721169
4,4,36,40,8,43.6197762490294,3.6197762490294,6.348,0.978825490108438
4,4,37,60,12,50.8170330014231,9.1829669985769,6.091,1.1403315539607206
4,4,38,60,18,53.27090390531925,6.729096094680756,5.103,1.1953962882788483
4,4,39,80,8,89.46996597326887,9.46996597326887,3.078,2.007701341561073
4,4,40,80,24,69.79272994084809,10.207270059151908,4.465,1.5661451975438911
4,4,41,40,8,41.65690257486017,1.656902574860169,3.76,0.9347787078606175
4,4,42,100,30,83.63099762401039,16.36900237598961,4.955,1.876675198199832
4,4,43,60,12,57.94845108956424,2.051548910435756,3.048,1.3003602016420175
4,4,44,100,30,92.16856139316984,7.831438606830147,2.63,2.068257681176587
4,4,45,80,24,73.27984442269107,6.72015557730893,5.269,1.6443958635323517
4,4,46,60,18,63.229477806139215,3.229477806139215,4.821,1.41886616404347
4,4,47,80,16,68.80127438821944,11.19872561178056,5.555,1.5438969869688983
4,4,48,60,18,54.49267308784576,5.507326912154241,3.477,1.222812724623189
4,4,49,60,12,54.03602712929134,5.963972870708659,4.859,1.2125656132754317
4,4,50,100,30,71.79754668548559,28.20245331451441,4.932,1.6111331800920836
4,4,51,40,12,45.810382405479054,5.810382405479061,3.925,1.0279825773085152
4,4,52,40,4,47.931496278118246,7.931496278118247,2.444,1.0755802613064485
4,4,53,100,10,82.48805957731366,17.511940422686322,2.844,1.8510277284068986
4,4,54,100,20,92.5369518295392,7.463048170460808,2.187,2.0765243432376637
4,4,55,40,12,57.353174115762805,17.353174115762812,2.976,1.2870022175866909
4,4,56,40,4,37.078116905885445,2.9218830941145484,2.609,0.8320309977176658
4,4,57,40,12,48.01688566226521,8.01688566226521,2.332,1.0774963946059533
4,4,58,60,12,51.48989284219388,8.510107157806118,4.371,1.1554304934797284
4,4,59,80,16,58.58502755976646,21.41497244023354,4.014,1.3146449442294135
4,4,60,60,6,52.53608112745082,7.463918872549171,5.338,1.1789069037028348
5,1,1,80,8,89.03348263732941,9.0334826373294,3.098,1.9979066784067747
5,1,2,60,6,57.36295322117216,2.637046778827837,2.133,1.2872216601989244
5,1,3,100,30,94.39579894157738,5.604201058422618,1.921,2.1182367748899904
5,1,4,40,4,41.17420574054188,1.174205740541879,3.914,0.9239470162277218
5,1,5,80,8,60.61055984135511,19.389440158644888,2.282,1.3600977823397555
5,1,6,100,30,57.938978084644326,42.061021915355674,1.319,1.3001476279087045
5,1,7,80,24,51.16716348544266,28.832836514557343,4.23,1.148188463649247
5,1,8,60,18,47.40197458961274,12.598025410387253,2.799,1.063697822402696
5,1,9,100,10,77.64188214389736,22.35811785610264,3.467,1.7422797611010892
5,1,10,40,4,29.264848385639336,10.73515161436066,3.67,0.6567016621195976
5,1,12,40,8,40.929927503469045,0.9299275034690452,2.207,0.9184654254061512
5,1,13,60,18,46.98913761053407,13.010862389465927,1.52,1.0544337822555263
5,1,14,80,16,53.22768377149049,26.772316228509503,1.716,1.1944264307436798
5,1,15,100,10,77.64188214389736,22.35811785610264,1.832,1.7422797611010892
5,1,16,40,12,37.4732012043456,2.5267987956544005,1.868,0.8408966686433166
5,1,17,60,12,54.24497386426545,5.7550261357345525,1.85,1.2172543670439047
5,1,18,60,6,57.011698929121536,2.988301070878464,2.15,1.279339532317152
5,1,19,80,24,68.76244645574224,11.237553544257764,2.016,1.5430256902015809
5,1,20,100,30,65.28745399246621,34.71254600753379,2.334,1.4650470416736676
5,1,21,60,12,64.48931044845916,4.489310448459165,2.501,1.44713674242822
5,1,22,40,8,44.974531857300256,4.974531857300264,2.316,1.0092261348681044
5,1,24,60,12,63.71203922547676,3.7120392254767585,2.384,1.4296948169713035
5,1,25,80,8,81.16059158896277,1.1605915889627596,1.883,1.8212394164063357
5,1,26,60,6,61.04954279129521,1.0495427912952096,1.434,1.3699485367010624
5,1,27,100,10,90.9926166071526,9.0073833928474,3.383,2.041869541885309
5,1,28,60,18,77.15757542268764,17.157575422687643,1.932,1.7314119436908275
5,1,29,100,20,91.74840282562768,8.251597174372307,1.754,2.0588293449684922
5,1,30,40,12,50.22722067688598,10.227220676885976,2.051,1.1270961963481312
5,1,31,80,16,82.87139844275923,2.871398442759244,2.999,1.8596298324320357
5,1,32,100,10,97.85047759445604,2.149522405543962,2.068,2.1957595825785408
5,1,33,40,4,55.1229698708387,15.1229698708387,1.835,1.2369565513591312
5,1,34,40,8,48.021532521900696,8.021532521900694,1.899,1.0776006698923326
5,1,35,60,12,78.94598805875918,18.945988058759166,3.732,1.771543829398467
5,1,36,100,20,79.64087198181609,20.359128018183892,2.6,1.787136988168276
5,1,38,40,8,59.27148219053466,19.27148219053467,1.685,1.3300489501225854
5,1,39,100,20,109.45929147873568,9.45929147873568,5.464,2.456260756976713
5,1,40,80,24,79.55015084408633,0.4498491559136681,2.121,1.7851012105981536
5,1,41,40,12,57.46205822265617,17.462058222656168,2.22,1.2894455712317543
5,1,42,40,8,55.97333344779342,15.973333447793422,1.616,1.2560386654037117
5,1,43,80,8,85.5844967982648,5.584496798264809,1.834,1.9205116171614847
5,1,44,60,18,86.63171623926266,26.631716239262655,1.92,1.9440111664653084
5,1,45,80,16,85.30341446515578,5.303414465155782,2.034,1.9142041443561335
5,1,47,80,8,89.28743635267712,9.28743635267712,1.751,2.0036053864531187
5,1,48,40,4,58.607597010389696,18.607597010389696,2.766,1.3151514015170813
5,1,49,100,20,89.50447617086459,10.495523829135408,2.333,2.0084757485842206
5,1,50,100,30,109.6646448908252,9.664644890825189,3.864,2.4608688767682136
5,1,52,60,12,62.68171668258607,2.681716682586071,1.201,1.4065744331743513
5,1,53,40,12,56.532283492224735,16.532283492224735,3.418,1.2685814750702054
5,1,54,100,10,116.89586813743423,16.895868137434235,2.232,2.6231371469683182
5,1,55,40,4,41.27288758501813,1.2728875850181396,2.266,0.9261614316395025
5,1,56,80,24,54.69658553485344,25.30341446514656,2.132,1.2273885092338666
5,1,57,100,30,93.22768349708792,6.772316502912076,2.25,2.0920243256117557
5,1,58,80,16,87.37926344880806,7.379263448808075,4.701,1.9607860866204467
5,1,59,100,20,101.4706213827418,1.470621382741811,2.534,2.27699541922295
5,1,60,60,6,89.07487780021806,29.07487780021806,3.582,1.9988355836898115
5,2,1,80,16,92.02895149661413,12.028951496614129,1.8,2.0651248424238164
5,2,2,40,4,50.57273140628516,10.572731406285156,2.017,1.1348494389853947
5,2,3,100,30,116.8011563798545,16.801156379854504,1.834,2.6210118200981682
5,2,4,60,18,52.02228267964048,7.977717320359517,2.102,1.1673772934952147
5,2,5,40,12,36.06931594044973,3.9306840595502734,1.968,0.809393556989472
5,2,6,60,18,45.87562395403633,14.124376045963672,2.0,1.0294465942346318
5,2,7,100,20,87.88011306828835,12.119886931711632,3.548,1.9720251257998218
5,2,8,80,24,77.482010510881,2.517989489119003,2.683,1.7386922500453632
5,2,9,40,12,37.825628352942,2.1743716470579955,2.885,0.8488051153644312
5,2,10,80,8,49.11877124517909,30.881228754820903,2.499,1.1022226492658014
5,2,11,40,8,40.2803135579034,0.2803135579033977,2.149,0.9038881225557333
5,2,12,80,24,44.4070332821268,35.5929667178732,2.466,0.9964914966203356
5,2,13,100,10,78.74791101387049,21.252088986129507,3.2,1.767098990905131
5,2,14,40,4,36.547911749816166,3.4520882501838344,1.816,0.8201332218376467
5,2,15,60,12,60.95161800082931,0.9516180008293132,1.585,1.3677511095415482
5,2,16,80,8,66.76922537682057,13.230774623179428,1.583,1.4982979137835764
5,2,17,80,16,71.23755354426699,8.762446455733011,2.051,1.5985669633884192
5,2,18,40,8,40.12602904190015,0.1260290419001535,2.867,0.9004259861126015
5,2,19,40,4,27.296746389916635,12.703253610083364,2.833,0.61253755661047
5,2,20,80,8,55.58578936552016,24.414210634479844,1.934,1.2473421965336269
5,2,21,40,8,51.98906155087575,11.989061550875746,2.236,1.1666318131089917
5,2,22,100,20,83.71724127869905,16.28275872130095,2.05,1.878610501285465
5,2,23,100,30,109.9312602468208,9.931260246820798,3.334,2.466851711366285
5,2,24,80,16,64.06044383240257,15.93955616759743,4.002,1.4375129980684105
5,2,25,100,10,72.75041930218796,27.24958069781202,2.05,1.6325155916095058
5,2,26,60,6,58.84493530969922,1.155064690300776,2.781,1.320477260499412
5,2,27,60,18,52.38736256891126,7.612637431088743,2.649,1.175569667053118
5,2,28,80,16,87.80898242787299,7.808982427872991,2.418,1.970428957961436
5,2,29,60,6,66.91384144823722,6.913841448237221,2.249,1.5015430908375305
5,2,30,100,20,87.47590504297477,12.524094957025223,2.266,1.962954718922342
5,2,31,40,8,41.424007317690005,1.4240073176900123,3.267,0.9295525505107481
5,2,32,60,18,42.58521939907048,17.414780600929518,2.648,0.955610088683067
5,2,33,80,24,86.28872820554997,6.2887282055499725,2.249,1.9363145329868725
5,2,34,100,30,103.69516930410524,3.695169304105235,1.566,2.32691415784662
5,2,35,60,12,55.342261160915605,4.657738839084388,4.348,1.2418774364012872
5,2,36,60,6,47.25944826087364,12.74055173912636,1.967,1.0604995390647682
